AVL_INDEP_TIME,DATE,TIME,T_dem_E,SPEED,TORQUE,P,DC_Volt,DC_Curr,DC_Pow,SIG_Volt,SIG_Curr,SIG_Pow,MOTOR_mcu_eff,MOTOR_motor_eff,MOTOR_sys_eff,MOTOR_mcu_reg_eff,MOTOR_motor_reg_eff,MOTOR_sys_reg_eff,Freq_U,Freq_V,Freq_W,MCU_Inv_PWI,MCU_TM_PWO,MCU_Inv_TWI,mot_temp_1,L1L2_Volt,L1L3_Volt,L2L3_Volt,L1L2_Curr,L1L3_Curr,L2L3_Curr,INV_PF_SIGMA,C50_Int_Flow,Flux,Inv_Flux,ModulationIndex_cal,MCU_ModulationIndex,v2m_vehicleReq,v2m_controlModeReq,daxisCurrCmd,daxisCurrFbk,qaxisCurrCmd,qaxisCurrFbk,MotorTemp,Dummy1,Dummy2
38,2026/5/22,14:27:25,0,500,-0.6,-31,663.72,0.33,219,35.43,0,-8,-3.61,425.71,-14.15,-3006.28,25.51,-708.79,0,0,0,1.93,0.75,25.4,26.4,35.36,35.33,35.61,0,0,0,0,12.42,0.87415,0.0087,0.0685,0.0615,3,1,0,-0.1805,0,0.1318,44,114.41,1
39,2026/5/22,14:27:38,20,500,18.4,965,663.72,1.88,1251,37.01,16.13,1021,81.66,94.48,77.15,122.46,105.84,129.62,0,0,0,1.93,0.75,25.3,26.4,37.01,37.23,36.79,16.22,16.11,16.07,0.99,12.4,0.873356,0.0087,0.0715,0.1071,3,1,-2,-1.7478,23,22.9566,43,114.5,1
40,2026/5/22,14:28:06,40,500,38.1,1997,663.72,3.71,2462,39.13,32.45,2148,87.22,92.98,81.1,114.65,107.55,123.31,8.7,13.041,11.72,1.94,0.75,25.2,26.5,39.22,39.3,38.85,32.45,32.6,32.31,0.98,12.47,0.872862,0.0087,0.0756,0.1137,3,1,-10,-9.7363,45,45.2809,41,114.56,1
41,2026/5/22,14:28:17,60,500,57.4,3004,663.72,5.58,3704,41.63,47.75,3297,89,91.09,81.08,112.35,109.78,123.34,10.145,13.039,10.142,1.95,0.75,25.1,26.4,41.79,41.66,41.43,47.67,48.17,47.4,0.96,12.49,0.872895,0.0087,0.0804,0.1188,3,1,-19,-19.299,65,64.8207,40,114.57,1
42,2026/5/22,14:28:27,80,500,76.2,3992,663.71,7.5,4978,43.99,62.27,4469,89.78,89.35,80.22,111.38,111.92,124.66,18.842,20.294,21.748,1.95,0.75,25,26.5,44.11,43.95,43.9,62.13,62.97,61.71,0.94,12.51,0.873053,0.0087,0.085,0.1243,3,1,-30,-30.2186,83,83.0496,40,114.51,1
43,2026/5/22,14:28:39,100,500,96,5029,663.72,9.59,6363,46.46,77.18,5743,90.26,87.57,79.03,110.8,114.2,126.53,23.191,20.287,23.188,1.95,0.75,25,26.5,46.58,46.63,46.16,77.16,77.6,76.78,0.92,12.51,0.873222,0.0087,0.0898,0.13,3,1,-42,-42.029,101,101.1239,40.6,114.52,1
44,2026/5/22,14:28:50,120,500,114.9,6018,663.71,11.67,7743,48.85,91.29,7007,90.51,85.89,77.73,110.49,116.43,128.64,19.692,19.694,27.281,1.96,0.75,25,26.4,49.17,48.58,48.81,91.56,92.32,89.98,0.91,12.55,0.872906,0.0087,0.0944,0.1347,3,1,-53,-52.8372,118,117.7728,41,114.54,1
45,2026/5/22,14:29:00,140,500,134.6,7048,663.71,13.94,9250,50.86,106.03,8380,90.59,84.11,76.19,110.39,118.89,131.24,20.636,26.989,19.048,1.96,0.75,24.9,26.5,50.4,51.37,50.8,104.83,107,106.27,0.9,12.56,0.872651,0.0087,0.0983,0.1391,3,1,-68,-67.6123,134,134.2473,43,114.59,1
46,2026/5/22,14:29:11,160,500,154.4,8086,663.72,16.33,10836,52.68,121.05,9828,90.7,82.27,74.61,110.25,121.56,134.02,9.086,12.121,12.126,1.96,0.75,24.9,26.5,52.56,52.93,52.54,120.27,122.06,120.82,0.89,12.56,0.872903,0.0087,0.1018,0.1419,3,1,-85,-84.9449,149,148.9447,45,114.58,1
47,2026/5/22,14:29:22,180,500,173.7,9093,663.72,18.78,12462,54.58,135.95,11310,90.76,80.39,72.96,110.18,124.39,137.06,13.047,8.697,11.596,1.96,0.75,24.9,26.5,54.57,54.44,54.72,135.01,137.96,134.88,0.88,12.58,0.872865,0.0087,0.1055,0.1448,3,1,-101,-101.5418,164,164.0691,48.8,114.53,1
48,2026/5/22,14:29:32,200,500,193.8,10150,663.71,21.5,14273,56.66,151.95,12948,90.72,78.38,71.11,110.22,127.58,140.62,11.594,10.146,11.59,1.96,0.75,24.9,26.5,56.61,56.71,56.65,150.74,153.9,151.22,0.87,12.58,0.872597,0.0087,0.1095,0.1499,3,1,-118,-118.4493,180,180.1472,52.3,114.59,1
49,2026/5/22,14:29:43,220,500,212.5,11128,663.71,24.2,16065,58.84,167.22,14584,90.78,76.32,69.28,110.16,131.03,144.34,10.606,10.613,12.116,1.96,0.75,25,26.5,58.86,59.01,58.65,165.96,168.92,166.78,0.86,12.58,0.873556,0.0087,0.1137,0.1542,3,1,-133,-133.3065,196,195.7879,58,114.47,1
50,2026/5/22,14:29:54,240,500,232.4,12169,663.71,27.31,18125,61.22,184.06,16451,90.76,73.97,67.14,110.18,135.19,148.95,24.632,15.941,23.185,1.97,0.75,25,26.5,61.23,61.85,60.58,182.31,185,184.87,0.84,12.58,0.873441,0.0087,0.1183,0.1583,3,1,-149,-148.7519,214,214.2037,64.4,114.48,1
51,2026/5/22,14:30:06,260,500,252.6,13224,663.72,30.78,20428,63.44,201.81,18531,90.71,71.37,64.75,110.24,140.11,154.45,24.647,18.841,23.187,1.97,0.75,25.1,26.5,63.65,63.62,63.05,200.5,203.7,201.24,0.84,12.62,0.87331,0.0087,0.1226,0.1633,3,1,-170,-170.2232,230,229.491,73.4,114.52,1
52,2026/5/22,14:30:19,280,500,271.8,14232,663.71,34.44,22860,65.57,219.5,20721,90.64,68.68,62.26,110.32,145.6,160.63,22.219,23.811,20.637,1.97,0.75,25.2,26.4,65.5,65.51,65.71,216.76,223.71,218.02,0.83,12.63,0.872221,0.0087,0.1267,0.1683,3,1,-193,-192.7996,244,243.9753,85.2,114.6,1
53,2026/5/22,14:31:54,300,500,290.4,15206,663.71,37.27,24736,65.91,237.47,22347,90.34,68.05,61.47,110.69,146.96,162.68,14.498,8.699,10.141,1.97,0.75,25.9,26.4,66.49,65.24,66.01,236.37,242.09,233.93,0.82,12.65,0.872318,0.0087,0.1274,0.1683,3,1,-223,-222.8937,252,251.7988,72.8,114.59,1
51,2026/5/20,14:37:25,0,1000,-0.8,-79,663.05,0.31,208,70.99,0,-29,-13.95,282.71,-38.14,-753.83,36.2,-264.14,0,0,0,1.79,0.75,25.8,27.9,70.94,71.12,70.91,0,0,0,0,11.65,0.435378,0.0044,0.1373,0.1316,3,1,0,-0.0863,0,-0.0635,75,229.67,1
20,2026/5/20,14:18:13,20,1000,18.4,1930,662.42,3.45,2288,73.73,16.01,2021,88.35,95.49,84.37,113.18,104.72,118.52,0,0,0,1.79,0.75,26.5,27.5,73.31,74.17,73.72,16.22,16.04,15.78,0.99,11.7,0.434731,0.0043,0.1428,0.1783,3,1,-2,-2.3119,23,23.0195,33,230.04,1
21,2026/5/20,14:18:39,40,1000,38.3,4013,663.65,6.87,4556,76.72,32.29,4203,92.24,95.46,88.05,108.41,104.76,113.57,66.621,66.671,66.66,1.8,0.75,26.4,27.6,75.94,77.27,76.96,32.44,32.31,32.13,0.98,11.79,0.435669,0.0044,0.1483,0.1863,3,1,-10,-9.999,45,45.029,33,229.54,1
22,2026/5/20,14:18:55,60,1000,57.6,6030,663.07,10.29,6820,80.59,47.49,6370,93.39,94.66,88.41,107.07,105.64,113.11,66.65,66.658,66.668,1.79,0.75,26.3,27.4,79.95,81.44,80.36,47.87,47.22,47.39,0.96,11.65,0.435246,0.0044,0.1559,0.1945,3,1,-19,-18.8572,65,65.1361,33,229.8,1
23,2026/5/20,14:19:09,80,1000,76.5,8009,662.36,13.75,9108,84.25,61.99,8541,93.78,93.77,87.94,106.63,106.65,113.72,66.657,66.67,66.677,1.79,0.75,26.2,27.4,84.21,84.55,83.99,62.7,61.83,61.45,0.94,11.66,0.434596,0.0043,0.1631,0.2027,3,1,-30,-30.0159,83,83.2336,34,230.09,1
24,2026/5/20,14:19:22,100,1000,96.3,10090,663.69,17.42,11561,88.26,76.89,10869,94,92.84,87.27,106.39,107.71,114.59,66.667,66.657,66.656,1.79,0.75,26.1,27.4,87.84,88.64,88.3,77.34,76.83,76.49,0.92,11.64,0.435516,0.0044,0.1706,0.2101,3,1,-42,-42.4128,101,100.6995,35,229.63,1
25,2026/5/20,14:19:36,120,1000,115.3,12077,663.68,21.03,13956,92.23,91,13145,94.19,91.87,86.53,106.17,108.84,115.56,66.679,66.675,66.668,1.8,0.75,26.1,27.6,91.36,92.91,92.43,91.23,90.98,90.81,0.9,11.7,0.435452,0.0044,0.1782,0.2169,3,1,-53,-53.314,118,117.8377,37,229.64,1
26,2026/5/20,14:19:49,140,1000,135,14144,663.74,24.83,16479,95.36,105.65,15556,94.4,90.93,85.83,105.93,109.98,116.5,66.682,66.671,66.679,1.79,0.75,26.1,27.5,94.97,95.56,95.54,106.41,105.66,104.88,0.89,11.67,0.435532,0.0044,0.1843,0.2237,3,1,-68,-68.2791,134,133.6911,39.4,229.61,1
27,2026/5/20,14:20:02,160,1000,154.9,16217,663.77,28.81,19121,98.09,120.67,18061,94.46,89.8,84.82,105.86,111.36,117.89,66.671,66.686,66.672,1.79,0.75,26,27.6,97.4,98.45,98.42,121.2,120.8,120.02,0.88,11.68,0.43545,0.0044,0.1895,0.2291,3,1,-85,-85.047,149,149.0962,42.6,229.63,1
28,2026/5/20,14:20:15,180,1000,174.2,18242,664.32,32.8,21787,101.04,135.56,20573,94.43,88.68,83.73,105.9,112.77,119.43,66.662,66.671,66.671,1.79,0.75,26,27.6,100.36,101.32,101.43,136.3,135.73,134.65,0.87,11.67,0.435639,0.0044,0.1951,0.2342,3,1,-101,-101.0558,164,163.953,47,229.54,1
29,2026/5/20,14:20:29,200,1000,194.4,20354,663.73,37.21,24695,104.28,151.52,23300,94.35,87.35,82.42,105.98,114.48,121.33,66.67,66.661,66.658,1.79,0.75,26,27.6,103.62,104.28,104.93,152.51,151.92,150.13,0.85,11.65,0.43529,0.0044,0.2015,0.241,3,1,-118,-117.8709,180,179.8994,53,229.73,1
30,2026/5/20,14:20:42,220,1000,213.1,22318,663.71,41.46,27515,107.64,166.78,25938,94.27,86.04,81.11,106.08,116.23,123.29,66.672,66.672,66.667,1.79,0.75,25.9,27.7,106.52,107.95,108.45,167.32,167.4,165.61,0.83,11.64,0.435176,0.0044,0.208,0.2464,3,1,-133,-133.0356,196,196.127,60,229.77,1
31,2026/5/20,14:20:56,240,1000,233.1,24406,663.78,46.21,30674,111.37,183.65,28891,94.19,84.48,79.57,106.17,118.37,125.68,66.661,66.646,66.668,1.79,0.75,25.9,27.6,110.38,112.64,111.1,184.4,182.57,183.97,0.82,11.74,0.43529,0.0044,0.2152,0.2538,3,1,-149,-149.157,214,213.9276,68.7,229.74,1
32,2026/5/20,14:21:14,260,1000,253.2,26512,663.66,51.37,34095,114.61,201.33,32093,94.13,82.61,77.76,106.24,121.05,128.6,66.658,66.677,66.669,1.79,0.75,26,27.5,113.53,115.37,114.93,202.36,201,200.65,0.8,11.7,0.43502,0.0044,0.2215,0.2596,3,1,-170,-170.2793,230,229.901,83.1,229.84,1
33,2026/5/20,14:23:48,280,1000,272.8,28567,663.8,55.54,36869,115.98,219.04,34628,93.92,82.49,77.48,106.47,121.22,129.06,66.669,66.662,66.663,1.81,0.74,25.9,27.7,114.54,117.05,116.37,219.59,218.9,218.62,0.79,11.77,0.435065,0.0044,0.2241,0.2625,3,1,-193,-193.073,244,243.9017,57,229.83,1
34,2026/5/20,14:24:05,300,1000,291.2,30494,663.66,61.18,40604,118.25,236.95,38096,93.82,80.04,75.1,106.58,124.93,133.16,66.659,66.668,66.665,1.79,0.75,25.8,27.7,117.35,118.8,118.59,238.82,236.32,235.72,0.79,11.68,0.434938,0.0043,0.2285,0.2666,3,1,-223,-222.9919,252,251.7265,71.2,229.92,1
54,2026/5/22,14:32:32,0,1500,-1,-151,663.72,0.25,163,106.28,0,-63,-38.59,240.1,-92.37,-261.03,41.72,-108.57,0,0,0,1.98,0.75,26.2,26.5,105.84,106.48,106.51,0,0,0,0,12.67,0.290239,0.0029,0.2054,0.1979,3,1,0,-0.0004,0,0.0411,80,344.52,1
55,2026/5/22,14:32:44,20,1500,18,2834,663.71,4.9,3252,108.96,15.9,2966,91.21,95.58,87.17,109.64,104.63,114.72,0,0,0,1.98,0.76,26.2,26.5,108.42,109.46,109.01,16.09,16.08,15.54,0.99,12.66,0.290175,0.0029,0.2106,0.2463,3,1,-2,-1.9581,23,23.1108,76,344.63,1
56,2026/5/22,14:32:55,40,1500,37.7,5919,663.71,9.87,6551,113.04,32.15,6164,94.08,96.03,90.35,106.29,104.13,110.68,100.05,99.977,99.896,1.98,0.76,26.3,26.5,112.46,113.64,113.02,32.38,32.32,31.73,0.98,12.69,0.29016,0.0029,0.2184,0.2578,3,1,-10,-10.1414,45,44.8821,72.1,344.68,1
57,2026/5/22,14:33:07,60,1500,56.8,8921,663.71,14.81,9829,118.5,47.36,9328,94.91,95.63,90.76,105.37,104.57,110.19,100.023,100,99.959,1.98,0.76,26.3,26.5,117.97,119.18,118.36,47.69,47.49,46.9,0.96,12.67,0.290148,0.0029,0.229,0.2681,3,1,-19,-18.999,65,64.8327,69,344.65,1
58,2026/5/22,14:33:17,80,1500,75.5,11866,663.71,19.73,13091,123.74,61.83,12480,95.33,95.08,90.64,104.9,105.18,110.33,99.981,99.98,99.996,1.98,0.76,26.3,26.5,123.28,124.39,123.54,62.26,61.96,61.28,0.94,12.68,0.290092,0.0029,0.2391,0.2787,3,1,-30,-29.86,83,82.6118,66.8,344.72,1
59,2026/5/22,14:33:27,100,1500,95.2,14960,663.71,24.94,16556,129.47,76.69,15834,95.65,94.48,90.36,104.55,105.84,110.66,100.007,100.004,100.003,1.98,0.76,26.4,26.5,129.06,130.08,129.26,77.18,76.84,76.04,0.92,12.7,0.290022,0.0029,0.2502,0.2895,3,1,-42,-42.1948,101,100.9673,65,344.78,1
60,2026/5/22,14:33:39,120,1500,114,17915,663.71,30.03,19934,135.2,90.77,19090,95.76,93.86,89.88,104.43,106.55,111.27,99.98,100.001,100.011,1.98,0.76,26.4,26.4,134.79,135.87,134.95,91.42,90.89,90,0.9,12.67,0.289968,0.0029,0.2613,0.3005,3,1,-53,-52.9014,118,117.7365,64,344.86,1
61,2026/5/22,14:33:50,140,1500,133.6,20992,663.72,35.45,23528,139.6,105.45,22536,95.78,93.15,89.22,104.4,107.35,112.08,99.979,99.984,100.005,1.98,0.76,26.5,26.4,139.07,140.29,139.43,106.18,105.65,104.53,0.88,12.67,0.289969,0.0029,0.2698,0.3085,3,1,-68,-68.0697,134,134.2897,64,344.88,1
62,2026/5/22,14:34:02,160,1500,153.3,24083,663.72,41.01,27220,143.36,120.44,26071,95.78,92.37,88.47,104.4,108.26,113.03,100.012,100.003,99.996,1.98,0.76,26.5,26.4,142.73,144.08,143.27,121.2,120.68,119.44,0.87,12.65,0.289936,0.0029,0.277,0.3164,3,1,-85,-84.6416,149,148.9832,65,344.88,1
63,2026/5/22,14:34:14,180,1500,172.5,27090,663.72,46.54,30885,147.43,135.31,29583,95.78,91.57,87.71,104.4,109.2,114.01,100.009,99.989,99.999,1.98,0.76,26.6,26.4,146.63,148.24,147.41,136.11,135.62,134.19,0.86,12.67,0.289845,0.0029,0.2849,0.3239,3,1,-101,-100.5191,164,163.9081,67.1,345.02,1
64,2026/5/22,14:34:24,200,1500,192.5,30233,663.71,52.48,34828,151.87,151.23,33346,95.75,90.66,86.81,104.44,110.3,115.2,99.998,100.001,100.004,1.98,0.76,26.7,26.4,150.91,152.81,151.88,152.12,151.55,150.02,0.84,12.67,0.289847,0.0029,0.2935,0.3326,3,1,-118,-117.8094,180,179.9503,70.6,345.02,1
65,2026/5/22,14:34:35,220,1500,211.1,33152,663.72,58.17,38612,156.49,166.48,36953,95.7,89.71,85.86,104.49,111.47,116.47,100.002,99.996,100.002,1.97,0.76,26.7,26.3,155.38,157.59,156.52,167.46,166.77,165.2,0.82,12.65,0.289843,0.0029,0.3024,0.3402,3,1,-133,-133.2793,196,195.9263,75,345.06,1
66,2026/5/22,14:34:46,240,1500,230.8,36251,663.72,64.48,42795,161.58,183.32,40909,95.59,88.62,84.71,104.61,112.84,118.05,100.003,100,100,1.97,0.76,26.8,26.5,160.31,162.83,161.59,184.41,183.54,181.99,0.8,12.65,0.289762,0.0029,0.3122,0.35,3,1,-149,-148.9299,214,213.9454,80.7,345.1,1
67,2026/5/22,14:34:57,260,1500,250.8,39396,663.71,71.13,47210,165.64,201.01,45092,95.51,87.37,83.45,104.7,114.46,119.83,100.002,99.998,99.991,1.97,0.76,26.9,26.5,164.27,167.01,165.64,202.33,201.06,199.63,0.78,12.66,0.289711,0.0029,0.3201,0.3575,3,1,-170,-169.8658,230,229.8651,87.7,345.13,1
68,2026/5/22,14:37:01,280,1500,270.3,42465,663.71,76.98,51095,168.02,218.69,48749,95.41,87.11,83.11,104.81,114.8,120.32,100,100,100.002,1.96,0.76,27.4,26.6,166.71,169.42,167.94,220.4,218.47,217.2,0.77,12.56,0.289742,0.0029,0.3247,0.3612,3,1,-193,-192.6996,244,243.6114,68.4,345.13,1
69,2026/5/22,14:37:13,300,1500,288.7,45345,663.71,83.87,55667,170.25,236.6,53050,95.3,85.48,81.46,104.93,116.99,122.76,100.011,99.995,100.004,1.96,0.76,27.3,26.6,168.78,171.67,170.3,238.46,236.45,234.89,0.76,12.56,0.289711,0.0029,0.329,0.3658,3,1,-223,-222.9745,252,252.0465,75.2,345.18,1
50,2026/5/20,14:37:05,0,2000,-1.2,-240,664.67,0.2,129,142.17,0,-112,-87.65,213.24,-186.4,-115.03,46.98,-53.89,0,0,0,1.79,0.76,25.8,27.9,141.6,142.41,142.5,0,0,0,0,11.65,0.217705,0.0022,0.2743,0.2656,3,1,0,0.0943,0,-0.0139,81,459.35,1
35,2026/5/20,14:25:23,20,2000,18,3776,662.87,6.45,4279,146.16,15.78,3951,92.34,95.58,88.26,108.3,104.62,113.3,0,0,0,1.79,0.75,26.2,27.7,145.35,146.76,146.35,15.97,15.97,15.41,0.99,11.66,0.217189,0.0022,0.2828,0.3188,3,1,-2,-1.8747,23,22.8979,73.2,460.46,1
36,2026/5/20,14:25:38,40,2000,37.8,7911,662.85,13.02,8633,150.99,31.98,8209,95.09,96.37,91.65,105.16,103.76,109.12,133.302,133.327,133.112,1.79,0.75,26.3,27.8,149.98,152.05,150.94,32.26,32.09,31.6,0.98,11.69,0.217155,0.0022,0.2922,0.3298,3,1,-10,-9.8812,45,44.9458,68.2,460.48,1
37,2026/5/20,14:25:51,60,2000,57,11939,662.69,19.54,12952,157.77,47.18,12409,95.81,96.21,92.18,104.38,103.94,108.48,133.293,133.336,133.313,1.8,0.75,26.3,27.8,156.81,158.62,157.88,47.45,47.33,46.76,0.96,11.65,0.217099,0.0022,0.3053,0.3447,3,1,-19,-18.8365,65,64.9573,65,460.64,1
38,2026/5/20,14:26:04,80,2000,75.8,15876,662.6,25.95,17191,164.23,61.6,16556,96.3,95.89,92.34,103.84,104.29,108.29,133.322,133.321,133.31,1.8,0.75,26.3,27.8,163.59,164.76,164.35,62.02,61.84,60.93,0.94,11.65,0.217046,0.0022,0.3179,0.3569,3,1,-30,-29.8144,83,83.2884,62,460.73,1
39,2026/5/20,14:32:45,100,2000,95.4,19971,663.78,32.67,21685,171.19,76.49,20917,96.46,95.47,92.09,103.67,104.74,108.59,133.314,133.318,133.338,1.79,0.76,26.8,27.6,170.39,171.87,171.32,76.99,76.67,75.79,0.92,11.63,0.217287,0.0022,0.3308,0.3701,3,1,-42,-42.2207,101,101.2969,49,460.23,1
40,2026/5/20,14:32:58,120,2000,114.1,23891,663.86,39.25,26057,178.45,90.47,25147,96.51,95.01,91.69,103.62,105.26,109.06,133.315,133.338,133.299,1.79,0.76,26.7,27.7,177.5,179.48,178.37,91.11,90.52,89.78,0.9,11.62,0.217274,0.0022,0.3448,0.3837,3,1,-53,-52.6824,118,117.9703,49.3,460.25,1
41,2026/5/20,14:33:10,140,2000,133.7,28000,663.66,46.27,30707,183.98,105.2,29647,96.55,94.45,91.19,103.58,105.88,109.66,133.335,133.326,133.338,1.79,0.76,26.6,27.7,182.86,185.21,183.86,105.88,105.18,104.54,0.88,11.63,0.21725,0.0022,0.3555,0.3947,3,1,-68,-67.8347,134,134.0097,51,460.27,1
42,2026/5/20,14:33:37,160,2000,153.4,32122,663.79,53.37,35424,188.67,120.14,34220,96.6,93.87,90.68,103.52,106.53,110.28,133.321,133.316,133.344,1.79,0.76,26.5,27.7,187.67,189.88,188.47,121.04,120.06,119.34,0.87,11.61,0.217257,0.0022,0.3646,0.4024,3,1,-85,-85.0879,149,149.021,56.2,460.3,1
43,2026/5/20,14:33:48,180,2000,172.5,36125,662.55,60.53,40106,193.74,134.98,38741,96.59,93.24,90.07,103.53,107.24,111.03,133.322,133.351,133.337,1.79,0.76,26.4,27.6,192.52,195.17,193.53,135.93,134.91,134.09,0.86,11.62,0.216878,0.0022,0.375,0.4135,3,1,-101,-101.2384,164,164.207,59.8,461.1,1
44,2026/5/20,14:33:58,200,2000,192.5,40324,663.7,67.99,45124,199.26,150.9,43566,96.55,92.56,89.36,103.58,108.04,111.9,133.324,133.334,133.325,1.79,0.76,26.3,27.7,197.75,200.53,199.5,151.96,151.05,149.71,0.84,11.68,0.217201,0.0022,0.3851,0.4241,3,1,-118,-117.761,180,179.8386,63,460.39,1
45,2026/5/20,14:34:10,220,2000,211.1,44216,663.87,75.13,49876,205.11,166.12,48153,96.55,91.82,88.65,103.58,108.91,112.8,133.328,133.337,133.332,1.79,0.76,26.3,27.6,203.48,206.7,205.14,167.36,166.07,164.94,0.82,11.63,0.217213,0.0022,0.3962,0.434,3,1,-133,-133.3247,196,195.6155,69,460.38,1
46,2026/5/20,14:34:20,240,2000,230.8,48347,663.59,83.02,55089,211.55,182.91,53155,96.49,90.95,87.76,103.64,109.95,113.95,133.337,133.326,133.337,1.79,0.76,26.3,27.7,209.8,213.38,211.47,184.32,182.68,181.73,0.79,11.66,0.217112,0.0022,0.4089,0.446,3,1,-149,-148.7623,214,213.9719,75,460.55,1
47,2026/5/20,14:34:34,260,2000,250.9,52543,663.44,91.33,60592,216.63,200.6,58409,96.4,89.95,86.71,103.74,111.17,115.32,133.334,133.333,133.317,1.79,0.76,26.2,27.7,214.7,218.3,216.9,202.29,200.5,199,0.78,11.64,0.217089,0.0022,0.4188,0.4552,3,1,-170,-170.0224,230,229.5437,83.5,460.65,1
48,2026/5/20,14:35:46,280,2000,270.4,56619,663.09,99.02,65661,220.05,218.24,63227,96.29,89.55,86.23,103.85,111.67,115.97,133.336,133.327,133.345,1.79,0.76,26,28,217.78,222.33,220.04,219.85,217.97,216.9,0.76,11.6,0.216891,0.0022,0.4256,0.4627,3,1,-193,-192.6586,244,243.7988,77,461.03,1
49,2026/5/20,14:35:58,300,2000,288.6,60451,662.65,107.45,71203,222.44,236.11,68490,96.19,88.26,84.9,103.96,113.3,117.79,133.33,133.333,133.33,1.79,0.76,26,27.9,220.24,224.43,222.66,238.25,235.74,234.33,0.75,11.63,0.216798,0.0022,0.4305,0.4674,3,1,-223,-223.0412,252,252.2608,83.1,461.26,1
70,2026/5/22,14:37:36,0,2500,-1.3,-353,663.72,0.1,69,177.16,0,-177,-255.6,199.84,-509.04,-39.89,50.09,-19.91,0,0,0,1.95,0.76,27.5,26.6,176.29,177.68,177.52,0,0,0,0,12.52,0.173888,0.0017,0.3423,0.3328,3,1,0,-0.0216,0,0.1048,94,575.1,1
71,2026/5/22,14:38:16,0,2500,-1.3,-345,663.72,0.12,79,177.29,0,-164,-219.2,209.77,-457.39,-47.79,47.73,-22.69,0,0,0,1.93,0.76,27.5,26.6,176.53,177.83,177.51,0,0,0,0,12.42,0.173889,0.0017,0.3426,0.3326,3,1,0,0.0388,0,-0.0746,80,575.05,1
72,2026/5/22,14:38:27,20,2500,17.7,4626,663.71,7.83,5200,180.98,15.67,4857,93.42,95.24,88.97,107.05,105,112.4,0,0,0,1.93,0.76,27.5,26.7,180.56,181.7,180.69,15.9,15.89,15.22,0.99,12.4,0.173825,0.0017,0.3497,0.3855,3,1,-2,-1.8385,23,23.0926,76.4,575.26,1
73,2026/5/22,14:38:37,40,2500,37.3,9761,663.71,15.93,10574,186.95,31.87,10119,95.69,96.47,92.31,104.5,103.66,108.33,166.655,166.681,166.556,1.92,0.75,27.4,26.8,185.97,187.82,187.06,32.11,32.09,31.41,0.98,12.37,0.173817,0.0017,0.3613,0.3992,3,1,-10,-9.9145,45,45.2473,73,575.31,1
74,2026/5/22,14:38:48,60,2500,56.3,14749,663.72,23.88,15852,195.4,47.03,15287,96.44,96.47,93.04,103.69,103.66,107.48,166.648,166.68,166.634,1.92,0.75,27.3,26.8,194.36,196.51,195.34,47.36,47.19,46.55,0.96,12.35,0.173789,0.0017,0.3776,0.4162,3,1,-19,-18.6966,65,65.045,70,575.4,1
75,2026/5/22,14:38:59,80,2500,75,19643,663.72,31.75,21070,203.5,61.46,20403,96.83,96.27,93.23,103.27,103.87,107.27,166.6,166.645,166.63,1.91,0.75,27.3,26.6,202.7,204.47,203.32,61.91,61.61,60.85,0.94,12.32,0.173804,0.0017,0.3932,0.4324,3,1,-30,-29.9347,83,82.9807,67,575.39,1
76,2026/5/22,14:39:11,100,2500,94.6,24777,663.72,40.14,26639,212.39,76.27,25815,96.91,95.98,93.01,103.19,104.19,107.51,166.64,166.678,166.658,1.91,0.75,27.3,26.6,211.21,213.71,212.26,76.72,76.43,75.65,0.92,12.31,0.173778,0.0017,0.4104,0.4496,3,1,-42,-42.1876,101,100.9872,65.5,575.48,1
77,2026/5/22,14:39:23,120,2500,113.3,29664,663.72,48.17,31974,221.37,90.27,31023,97.03,95.62,92.77,103.07,104.58,107.79,166.65,166.669,166.647,1.9,0.75,27.2,26.6,220.18,222.96,220.96,90.86,90.35,89.59,0.9,12.29,0.173749,0.0017,0.4278,0.466,3,1,-53,-53.1265,118,118.1246,65,575.54,1
78,2026/5/22,14:39:35,140,2500,132.8,34772,663.71,56.66,37606,228.14,104.9,36511,97.09,95.24,92.46,103,105,108.15,166.656,166.677,166.655,1.9,0.75,27.1,26.6,227.08,229.57,227.78,105.64,105.03,104.04,0.88,12.29,0.173737,0.0017,0.4409,0.4809,3,1,-68,-68.0346,134,133.8148,65,575.58,1
79,2026/5/22,14:39:45,160,2500,152.4,39902,663.71,65.34,43368,233.82,119.84,42107,97.1,94.76,92.01,102.99,105.53,108.68,166.645,166.674,166.656,1.9,0.75,27.1,26.6,232.62,235.47,233.38,120.68,119.93,118.91,0.87,12.26,0.173708,0.0017,0.4518,0.49,3,1,-85,-85.0288,149,148.8702,66,575.68,1
80,2026/5/22,14:39:55,180,2500,171.4,44870,663.72,73.84,49009,240.01,134.58,47590,97.11,94.29,91.56,102.98,106.06,109.22,166.657,166.66,166.66,1.89,0.75,27,26.6,238.44,241.73,239.87,135.44,134.77,133.55,0.85,12.21,0.173699,0.0017,0.4638,0.5026,3,1,-101,-100.9344,164,163.9028,68,575.7,1
